POST_ID,MS_ID,MS_SPACEID,CAP_COLOR,METER_TYPE,SMART_METE,ACTIVESENS,JURISDICTI,ON_OFF_STR,OSP_ID,STREET_NUM,STREETNAME,STREET_SEG,RATEAREA,SFPARKAREA,LOCATION
220-35370,-,0,Grey,SS,Y,Y,SFMTA,ON,0,3537,20TH ST,1058000,Area 5,Mission,"(37.75849, -122.42059)"
221-32410,-,0,Grey,SS,Y,Y,SFMTA,ON,0,3241,21ST ST,1112000,Area 5,Mission,"(37.75689, -122.42058)"
222-32190,-,0,Grey,SS,Y,Y,SFMTA,ON,0,3219,22ND ST,1191000,Area 5,Mission,"(37.75533, -122.41957)"
222-32210,-,0,Yellow,SS,Y,Y,SFMTA,ON,0,3221,22ND ST,1191000,Area 5,Mission,"(37.75533, -122.41964)"
215-15370,-,0,Grey,SS,N,N,SFMTA,ON,0,1537,15TH ST,650000,Area 3,Mission,"(37.76667, -122.41916)"
216-29070,-,0,Grey,SS,N,N,SFMTA,ON,0,2907,16TH ST,723000,Area 3,Mission,"(37.76509, -122.41784)"
216-29300,-,0,Grey,SS,N,N,SFMTA,ON,0,2930,16TH ST,725000,Area 3,Mission,"(37.76517, -122.41889)"
218-33430,-,0,Grey,SS,N,N,SFMTA,ON,0,3343,18TH ST,877000,Area 3,Mission,"(37.76181, -122.41887)"
219-34190,-,0,Grey,SS,Y,Y,SFMTA,ON,0,3419,19TH ST,973000,Area 5,Mission,"(37.76014, -122.42007)"
221-31330,-,0,Grey,SS,N,N,SFMTA,ON,0,3133,21ST ST,1108000,Area 3,Mission,"(37.75704, -122.41809)"
221-31350,-,0,Grey,SS,N,N,SFMTA,ON,0,3135,21ST ST,1108000,Area 3,Mission,"(37.75703, -122.41816)"
222-31040,-,0,Grey,SS,N,N,SFMTA,ON,0,3104,22ND ST,1189000,Area 3,Mission,"(37.75561, -122.41687)"
222-31180,-,0,Grey,SS,N,N,SFMTA,ON,0,3118,22ND ST,1189000,Area 3,Mission,"(37.75557, -122.41745)"
220-34310,-,0,Grey,SS,N,N,SFMTA,ON,0,3431,20TH ST,1055000,Area 3,Mission,"(37.75864, -122.4182)"
700-10560,-,0,Green,SS,Y,Y,SFMTA,ON,0,1056,VALENCIA ST,13070000,Area 5,Mission,"(37.75546, -122.42109)"
700-11570,-,0,Yellow,SS,Y,Y,SFMTA,ON,0,1157,VALENCIA ST,13071000,Area 5,Mission,"(37.7539, -122.42072)"
217-33510,-,0,Grey,SS,Y,Y,SFMTA,ON,0,3351,17TH ST,798000,Area 5,Mission,"(37.76325, -122.42152)"
218-34190,-,0,Grey,SS,Y,Y,SFMTA,ON,0,3419,18TH ST,879000,Area 5,Mission,"(37.76173, -122.42021)"
216-31070,-,0,Grey,SS,Y,Y,SFMTA,ON,0,3107,16TH ST,732000,Area 5,Mission,"(37.76481, -122.42256)"
219-33300,-,0,Grey,SS,N,N,SFMTA,ON,0,3330,19TH ST,971000,Area 3,Mission,"(37.76034, -122.41832)"
219-33410,-,0,Yellow,SS,N,N,SFMTA,ON,0,3341,19TH ST,971000,Area 3,Mission,"(37.76022, -122.41865)"
220-35290,-,0,Grey,SS,Y,Y,SFMTA,ON,0,3529,20TH ST,1057000,Area 5,Mission,"(37.75851, -122.42026)"
222-31430,-,0,Grey,SS,N,N,SFMTA,ON,0,3143,22ND ST,1190000,Area 3,Mission,"(37.75541, -122.41828)"
220-34450,-,0,Grey,SS,N,N,SFMTA,ON,0,3445,20TH ST,1055000,Area 3,Mission,"(37.75861, -122.41869)"
220-34460,-,0,Grey,SS,N,N,SFMTA,ON,0,3446,20TH ST,1055000,Area 3,Mission,"(37.7587, -122.41871)"
222-32370,-,0,Grey,SS,Y,Y,SFMTA,ON,0,3237,22ND ST,1192000,Area 5,Mission,"(37.75529, -122.42027)"
223-32210,-,0,Grey,SS,N,N,SFMTA,ON,0,3221,23RD ST,1263000,Area 3,Mission,"(37.75387, -122.41732)"
223-32360,-,0,Grey,SS,N,N,SFMTA,ON,0,3236,23RD ST,1264000,Area 3,Mission,"(37.75393, -122.41788)"
224-32060,-,0,Grey,SS,N,N,SFMTA,ON,0,3206,24TH ST,1342000,Area 3,Mission,"(37.7524, -122.41661)"
700-05100,-,0,Red,SS,Y,Y,SFMTA,ON,0,510,VALENCIA ST,13060000,Area 5,Mission,"(37.76462, -122.42197)"
700-05120,-,0,Red,SS,Y,Y,SFMTA,ON,0,512,VALENCIA ST,13060000,Area 5,Mission,"(37.76456, -122.42196)"
700-05520,-,0,Grey,SS,Y,Y,SFMTA,ON,0,552,VALENCIA ST,13060000,Area 5,Mission,"(37.7635, -122.42186)"
700-07420,-,0,Red,SS,Y,Y,SFMTA,ON,0,742,VALENCIA ST,13064000,Area 5,Mission,"(37.76087, -122.42161)"
700-07640,-,0,Grey,SS,Y,Y,SFMTA,ON,0,764,VALENCIA ST,13064000,Area 5,Mission,"(37.76034, -122.42156)"
700-09070,-,0,Grey,SS,Y,Y,SFMTA,ON,0,907,VALENCIA ST,13067000,Area 5,Mission,"(37.75825, -122.42114)"
700-09290,-,0,Grey,SS,Y,Y,SFMTA,ON,0,929,VALENCIA ST,13067000,Area 5,Mission,"(37.75775, -122.42109)"
700-10360,-,0,Grey,SS,Y,Y,SFMTA,ON,0,1036,VALENCIA ST,13070000,Area 5,Mission,"(37.75595, -122.42114)"
700-11220,-,0,Grey,SS,Y,Y,SFMTA,ON,0,1122,VALENCIA ST,13071000,Area 5,Mission,"(37.75469, -122.42102)"
224-32220,-,0,Yellow,SS,N,N,SFMTA,ON,0,3222,24TH ST,1343000,Area 3,Mission,"(37.75236, -122.41724)"
323-00240,-,0,Grey,SS,Y,Y,SFMTA,ON,0,24,BARTLETT ST,2742000,Area 5,Mission,"(37.75649, -122.42004)"
323-00270,-,0,Grey,SS,Y,Y,SFMTA,ON,0,27,BARTLETT ST,2742000,Area 5,Mission,"(37.75641, -122.41988)"
700-09510,-,0,Grey,SS,Y,Y,SFMTA,ON,0,951,VALENCIA ST,13068000,Area 5,Mission,"(37.75723, -122.42104)"
370-01420,-,0,Grey,SS,Y,N,SFMTA,ON,0,142,CAPP ST,3673000,Area 5,Mission,"(37.76385, -122.41865)"
221-31380,-,0,Grey,SS,N,N,SFMTA,ON,0,3138,21ST ST,1108000,Area 3,Mission,"(37.75712, -122.41832)"
222-31110,-,0,Grey,SS,N,N,SFMTA,ON,0,3111,22ND ST,1189000,Area 3,Mission,"(37.75548, -122.41708)"
222-31190,-,0,Grey,SS,N,N,SFMTA,ON,0,3119,22ND ST,1189000,Area 3,Mission,"(37.75546, -122.41738)"
220-35060,-,0,Grey,SS,Y,Y,SFMTA,ON,0,3506,20TH ST,1056000,Area 5,Mission,"(37.75866, -122.41943)"
323-00860,-,0,Grey,SS,Y,Y,SFMTA,ON,0,86,BARTLETT ST,2742000,Area 5,Mission,"(37.7556, -122.41996)"
215-15200,-,0,Grey,SS,N,N,SFMTA,ON,0,1520,15TH ST,648000,Area 3,Mission,"(37.7668, -122.41856)"
215-16140,-,0,Yellow,SS,N,N,SFMTA,ON,0,1614,15TH ST,651000,Area 3,Mission,"(37.76668, -122.42056)"
215-16490,-,0,Grey,SS,N,N,SFMTA,ON,0,1649,15TH ST,654000,Area 3,Mission,"(37.76651, -122.42177)"
568-26460,-,0,Grey,SS,Y,N,SFMTA,ON,0,2646,MISSION ST,9124000,Area 5,Mission,"(37.75413, -122.41871)"
568-22030,-,0,Grey,SS,Y,Y,SFMTA,ON,0,2203,MISSION ST,9120000,Area 5,Mission,"(37.76168, -122.41925)"
217-33290,-,0,Grey,SS,Y,Y,SFMTA,ON,0,3329,17TH ST,798000,Area 5,Mission,"(37.7633, -122.42067)"
218-33070,-,0,Grey,SS,N,N,SFMTA,ON,0,3307,18TH ST,876000,Area 3,Mission,"(37.76189, -122.41761)"
218-34130,-,0,Grey,SS,Y,Y,SFMTA,ON,0,3413,18TH ST,878000,Area 5,Mission,"(37.76174, -122.41998)"
217-32060,-,0,Grey,SS,N,N,SFMTA,ON,0,3206,17TH ST,795000,Area 3,Mission,"(37.7636, -122.41771)"
568-21170,-,0,Yellow,SS,Y,Y,SFMTA,ON,0,2117,MISSION ST,9118000,Area 5,Mission,"(37.76292, -122.41937)"
568-24230,-,0,Grey,SS,Y,Y,SFMTA,ON,0,2423,MISSION ST,9122002,Area 5,Mission,"(37.75792, -122.41889)"
568-27420,-,0,Grey,SS,N,N,SFMTA,ON,0,2742,MISSION ST,9125000,Area 3,Mission,"(37.75256, -122.41856)"
218-34070,-,0,Red,SS,Y,Y,SFMTA,ON,0,3407,18TH ST,878000,Area 5,Mission,"(37.76176, -122.41973)"
700-07060,-,0,Grey,SS,Y,Y,SFMTA,ON,0,706,VALENCIA ST,13064000,Area 5,Mission,"(37.76149, -122.42167)"
222-32500,-,0,Yellow,SS,Y,Y,SFMTA,ON,0,3250,22ND ST,1192000,Area 5,Mission,"(37.75537, -122.4208)"
700-07471,700-07470,1,Black,MS,N,N,SFMTA,ON,0,747,VALENCIA ST,13064000,MC5,Mission,"(37.76073, -122.42138)"
568-22130,-,0,Grey,SS,Y,Y,SFMTA,ON,0,2213,MISSION ST,9120000,Area 5,Mission,"(37.76136, -122.41922)"
700-10030,-,0,Grey,SS,Y,Y,SFMTA,ON,0,1003,VALENCIA ST,13069000,Area 5,Mission,"(37.75676, -122.421)"
700-12170,-,0,Grey,SS,Y,Y,SFMTA,ON,0,1217,VALENCIA ST,13072000,Area 5,Mission,"(37.75326, -122.42066)"
700-12410,-,0,Grey,SS,Y,Y,SFMTA,ON,0,1241,VALENCIA ST,13072000,Area 5,Mission,"(37.75259, -122.4206)"
219-34150,-,0,Yellow,SS,Y,Y,SFMTA,ON,0,3415,19TH ST,972000,Area 5,Mission,"(37.76015, -122.41986)"
220-35450,-,0,Grey,SS,Y,Y,SFMTA,ON,0,3545,20TH ST,1058000,Area 5,Mission,"(37.75848, -122.42087)"
700-09251,700-09250,1,Black,MS,N,N,SFMTA,ON,0,925,VALENCIA ST,13067000,MC5,Mission,"(37.75782, -122.4211)"
221-32260,-,0,Grey,SS,Y,Y,SFMTA,ON,0,3226,21ST ST,1110000,Area 5,Mission,"(37.75702, -122.42001)"
221-32390,-,0,Grey,SS,Y,Y,SFMTA,ON,0,3239,21ST ST,1112000,Area 5,Mission,"(37.75689, -122.42051)"
220-34360,-,0,Grey,SS,N,N,SFMTA,ON,0,3436,20TH ST,1055000,Area 3,Mission,"(37.75872, -122.41835)"
222-32080,-,0,Grey,SS,Y,Y,SFMTA,ON,0,3208,22ND ST,1191000,Area 5,Mission,"(37.75546, -122.4192)"
223-33060,-,0,Yellow,SS,Y,Y,SFMTA,ON,0,3306,23RD ST,1265000,Area 5,Mission,"(37.75386, -122.41897)"
323-00620,-,0,Grey,SS,Y,Y,SFMTA,ON,0,62,BARTLETT ST,2742000,Area 5,Mission,"(37.75593, -122.41999)"
323-00660,-,0,Grey,SS,Y,Y,SFMTA,ON,0,66,BARTLETT ST,2742000,Area 5,Mission,"(37.75585, -122.41998)"
323-00920,-,0,Grey,SS,Y,Y,SFMTA,ON,0,92,BARTLETT ST,2742000,Area 5,Mission,"(37.7555, -122.41995)"
223-33390,-,0,Grey,SS,Y,Y,SFMTA,ON,0,3339,23RD ST,1266000,Area 5,Mission,"(37.75369, -122.42021)"
700-10010,-,0,Grey,SS,Y,Y,SFMTA,ON,0,1001,VALENCIA ST,13069000,Area 5,Mission,"(37.75682, -122.421)"
568-27150,-,0,Grey,SS,N,N,SFMTA,ON,0,2715,MISSION ST,9125000,Area 3,Mission,"(37.75336, -122.41846)"
568-23130,-,0,Yellow,SS,Y,Y,SFMTA,ON,0,2313,MISSION ST,9121000,Area 5,Mission,"(37.7598, -122.41907)"
700-12150,-,0,Grey,SS,Y,Y,SFMTA,ON,0,1215,VALENCIA ST,13072000,Area 5,Mission,"(37.75332, -122.42067)"
223-32460,-,0,Grey,SS,N,N,SFMTA,ON,0,3246,23RD ST,1264000,Area 3,Mission,"(37.7539, -122.41828)"
223-33150,-,0,Grey,SS,Y,Y,SFMTA,ON,0,3315,23RD ST,1265000,Area 5,Mission,"(37.75375, -122.4193)"
568-21360,-,0,Green,SS,Y,Y,SFMTA,ON,0,2136,MISSION ST,9119000,Area 5,Mission,"(37.7623, -122.41949)"
473-00340,-,0,Grey,SS,Y,N,SFMTA,ON,0,34,HOFF ST,6935000,Area 5,Mission,"(37.76397, -122.42053)"
568-27290,-,0,Grey,SS,N,N,SFMTA,ON,0,2729,MISSION ST,9125000,Area 3,Mission,"(37.75298, -122.41842)"
568-27310,-,0,Grey,SS,N,N,SFMTA,ON,0,2731,MISSION ST,9125000,Area 3,Mission,"(37.75293, -122.41842)"
667-12230,-,0,Grey,SS,N,N,SFMTA,ON,0,1223,SOUTH VAN NESS AVE,12030000,Area 3,Mission,"(37.75342, -122.41626)"
568-23050,-,0,Grey,SS,Y,Y,SFMTA,ON,0,2305,MISSION ST,9121000,Area 5,Mission,"(37.76001, -122.41909)"
568-23190,-,0,Grey,SS,Y,Y,SFMTA,ON,0,2319,MISSION ST,9121000,Area 5,Mission,"(37.75964, -122.41906)"
568-23200,-,0,Grey,SS,Y,Y,SFMTA,ON,0,2320,MISSION ST,9121000,Area 5,Mission,"(37.75958, -122.41923)"
568-23320,-,0,Grey,SS,Y,Y,SFMTA,ON,0,2332,MISSION ST,9121000,Area 5,Mission,"(37.75925, -122.4192)"
370-01240,-,0,Grey,SS,Y,N,SFMTA,ON,0,124,CAPP ST,3673000,Area 5,Mission,"(37.76431, -122.41869)"
568-19050,-,0,Grey,SS,N,N,SFMTA,ON,0,1905,MISSION ST,9115000,Area 3,Mission,"(37.76644, -122.41971)"
568-19290,-,0,Grey,SS,N,N,SFMTA,ON,0,1929,MISSION ST,9115000,Area 3,Mission,"(37.76574, -122.41965)"
568-19480,-,0,Grey,SS,N,N,SFMTA,ON,0,1948,MISSION ST,9115000,Area 3,Mission,"(37.76531, -122.41979)"
568-20310,-,0,Grey,SS,Y,Y,SFMTA,ON,0,2031,MISSION ST,9116000,Area 5,Mission,"(37.76411, -122.41949)"
700-10080,-,0,Grey,SS,Y,Y,SFMTA,ON,0,1008,VALENCIA ST,13069000,Area 5,Mission,"(37.75667, -122.4212)"
216-30020,216-30002,2,Grey,MS,Y,Y,SFMTA,ON,0,3002,16TH ST,726000,Area 5,Mission,"(37.7651, -122.41995)"
667-12290,-,0,Yellow,SS,N,N,SFMTA,ON,0,1229,SOUTH VAN NESS AVE,12030000,Area 3,Mission,"(37.75328, -122.41625)"
215-16020,-,0,Grey,SS,N,N,SFMTA,ON,0,1602,15TH ST,651000,Area 3,Mission,"(37.7667, -122.42009)"
216-29250,-,0,Grey,SS,N,N,SFMTA,ON,0,2925,16TH ST,723000,Area 3,Mission,"(37.76505, -122.41849)"
700-12510,-,0,Yellow,SS,Y,Y,SFMTA,ON,0,1251,VALENCIA ST,13072000,Area 5,Mission,"(37.75232, -122.42057)"
220-35410,-,0,Grey,SS,Y,Y,SFMTA,ON,0,3541,20TH ST,1058000,Area 5,Mission,"(37.75848, -122.42073)"
222-32130,-,0,Grey,SS,Y,Y,SFMTA,ON,0,3213,22ND ST,1191000,Area 5,Mission,"(37.75535, -122.41934)"
222-32450,-,0,Grey,SS,Y,Y,SFMTA,ON,0,3245,22ND ST,1192000,Area 5,Mission,"(37.75527, -122.42057)"
224-32070,-,0,Grey,SS,N,N,SFMTA,ON,0,3207,24TH ST,1342000,Area 3,Mission,"(37.75228, -122.41665)"
323-00360,-,0,Grey,SS,Y,Y,SFMTA,ON,0,36,BARTLETT ST,2742000,Area 5,Mission,"(37.75629, -122.42002)"
215-16190,-,0,Grey,SS,N,N,SFMTA,ON,0,1619,15TH ST,652000,Area 3,Mission,"(37.76657, -122.42073)"
216-29150,-,0,Grey,SS,N,N,SFMTA,ON,0,2915,16TH ST,723000,Area 3,Mission,"(37.76508, -122.41813)"
218-34010,-,0,Grey,SS,Y,Y,SFMTA,ON,0,3401,18TH ST,878000,Area 5,Mission,"(37.76177, -122.41952)"
216-31140,-,0,Yellow,SS,Y,Y,SFMTA,ON,0,3114,16TH ST,732000,Area 5,Mission,"(37.76495, -122.42251)"
216-31370,-,0,Grey,SS,Y,Y,SFMTA,ON,0,3137,16TH ST,733000,Area 5,Mission,"(37.76478, -122.42308)"
700-12110,-,0,Grey,SS,Y,Y,SFMTA,ON,0,1211,VALENCIA ST,13072000,Area 5,Mission,"(37.75344, -122.42068)"
700-12530,-,0,Yellow,SS,Y,Y,SFMTA,ON,0,1253,VALENCIA ST,13072000,Area 5,Mission,"(37.75227, -122.42057)"
216-30400,-,0,Grey,SS,Y,Y,SFMTA,ON,0,3040,16TH ST,730000,Area 5,Mission,"(37.76502, -122.42132)"
217-33180,-,0,Green,SS,Y,Y,SFMTA,ON,0,3318,17TH ST,797000,Area 5,Mission,"(37.76344, -122.42033)"
218-33180,-,0,Grey,SS,N,N,SFMTA,ON,0,3318,18TH ST,876000,Area 3,Mission,"(37.76197, -122.41802)"
216-31610,-,0,Grey,SS,Y,Y,SFMTA,ON,0,3161,16TH ST,734000,Area 5,Mission,"(37.76473, -122.42377)"
700-05320,-,0,Black,SS,N,N,SFMTA,ON,0,532,VALENCIA ST,13060000,MC5,Mission,"(37.76408, -122.42191)"
217-32100,-,0,Grey,SS,N,N,SFMTA,ON,0,3210,17TH ST,795000,Area 3,Mission,"(37.76359, -122.41787)"
219-34010,-,0,Grey,SS,Y,Y,SFMTA,ON,0,3401,19TH ST,972000,Area 5,Mission,"(37.76018, -122.41938)"
323-00460,-,0,Grey,SS,Y,Y,SFMTA,ON,0,46,BARTLETT ST,2742000,Area 5,Mission,"(37.75612, -122.42001)"
323-00610,-,0,Yellow,SS,Y,Y,SFMTA,ON,0,61,BARTLETT ST,2742000,Area 5,Mission,"(37.75559, -122.4198)"
224-33340,-,0,Grey,SS,N,N,SFMTA,ON,0,3334,24TH ST,1348000,Area 3,Mission,"(37.7522, -122.41985)"
473-00500,-,0,Grey,SS,Y,N,SFMTA,ON,0,50,HOFF ST,6935000,Area 5,Mission,"(37.76353, -122.42049)"
568-24180,-,0,Yellow,SS,Y,Y,SFMTA,ON,0,2418,MISSION ST,9122002,Area 5,Mission,"(37.75803, -122.41909)"
568-25280,-,0,Yellow,SS,Y,Y,SFMTA,ON,0,2528,MISSION ST,9123000,Area 5,Mission,"(37.75613, -122.4189)"
700-07140,-,0,Grey,SS,Y,Y,SFMTA,ON,0,714,VALENCIA ST,13064000,Area 5,Mission,"(37.76125, -122.42164)"
700-07620,-,0,Grey,SS,Y,Y,SFMTA,ON,0,762,VALENCIA ST,13064000,Area 5,Mission,"(37.7604, -122.42156)"
700-09550,-,0,Yellow,SS,Y,Y,SFMTA,ON,0,955,VALENCIA ST,13068000,Area 5,Mission,"(37.75713, -122.42103)"
700-10260,-,0,Grey,SS,Y,Y,SFMTA,ON,0,1026,VALENCIA ST,13069000,Area 5,Mission,"(37.75621, -122.42116)"
221-32210,-,0,Grey,SS,Y,Y,SFMTA,ON,0,3221,21ST ST,1110000,Area 5,Mission,"(37.75693, -122.41983)"
221-32500,-,0,Green,SS,Y,Y,SFMTA,ON,0,3250,21ST ST,1112000,Area 5,Mission,"(37.75696, -122.42089)"
222-31200,-,0,Grey,SS,N,N,SFMTA,ON,0,3120,22ND ST,1189000,Area 3,Mission,"(37.75557, -122.41752)"
222-31400,-,0,Grey,SS,N,N,SFMTA,ON,0,3140,22ND ST,1190000,Area 3,Mission,"(37.75553, -122.4182)"
219-34470,-,0,Grey,SS,Y,Y,SFMTA,ON,0,3447,19TH ST,974000,Area 5,Mission,"(37.76007, -122.42112)"
222-31480,-,0,Green,SS,N,N,SFMTA,ON,0,3148,22ND ST,1190000,Area 3,Mission,"(37.75551, -122.41849)"
223-32120,-,0,Grey,SS,N,N,SFMTA,ON,0,3212,23RD ST,1263000,Area 3,Mission,"(37.75398, -122.41703)"
223-32220,-,0,Grey,SS,N,N,SFMTA,ON,0,3222,23RD ST,1263000,Area 3,Mission,"(37.75396, -122.41738)"
568-24400,-,0,Grey,SS,Y,Y,SFMTA,ON,0,2440,MISSION ST,9122002,Area 5,Mission,"(37.75738, -122.41902)"
568-24420,-,0,Grey,SS,Y,Y,SFMTA,ON,0,2442,MISSION ST,9122002,Area 5,Mission,"(37.75732, -122.41902)"
568-24440,-,0,Grey,SS,Y,Y,SFMTA,ON,0,2444,MISSION ST,9122002,Area 5,Mission,"(37.75727, -122.41901)"
568-25090,-,0,Grey,SS,Y,Y,SFMTA,ON,0,2509,MISSION ST,9123000,Area 5,Mission,"(37.75668, -122.41877)"
222-31390,-,0,Grey,SS,N,N,SFMTA,ON,0,3139,22ND ST,1190000,Area 3,Mission,"(37.75542, -122.41815)"
667-12200,-,0,Grey,SS,N,N,SFMTA,ON,0,1220,SOUTH VAN NESS AVE,12030000,Area 3,Mission,"(37.75342, -122.41646)"
370-01400,-,0,Grey,SS,Y,N,SFMTA,ON,0,140,CAPP ST,3673000,Area 5,Mission,"(37.76391, -122.41866)"
667-12040,-,0,Grey,SS,N,N,SFMTA,ON,0,1204,SOUTH VAN NESS AVE,12030000,Area 3,Mission,"(37.7538, -122.4165)"
215-15350,-,0,Grey,SS,N,N,SFMTA,ON,0,1535,15TH ST,650000,Area 3,Mission,"(37.76667, -122.41909)"
215-15070,-,0,Grey,SS,N,N,SFMTA,ON,0,1507,15TH ST,647000,Area 3,Mission,"(37.76673, -122.41814)"
218-33500,-,0,Yellow,SS,N,N,SFMTA,ON,0,3350,18TH ST,877000,Area 3,Mission,"(37.7619, -122.4192)"
217-32210,-,0,Grey,SS,N,N,SFMTA,ON,0,3221,17TH ST,795000,Area 3,Mission,"(37.76344, -122.41826)"
219-33440,-,0,Yellow,SS,N,N,SFMTA,ON,0,3344,19TH ST,971000,Area 3,Mission,"(37.76031, -122.41882)"
219-34030,-,0,Grey,SS,Y,Y,SFMTA,ON,0,3403,19TH ST,972000,Area 5,Mission,"(37.76017, -122.41945)"
221-31440,-,0,Grey,SS,N,N,SFMTA,ON,0,3144,21ST ST,1108000,Area 3,Mission,"(37.7571, -122.41854)"
222-32390,-,0,Yellow,SS,Y,Y,SFMTA,ON,0,3239,22ND ST,1192000,Area 5,Mission,"(37.75529, -122.42034)"
323-00020,-,0,Grey,SS,Y,Y,SFMTA,ON,0,2,BARTLETT ST,2742000,Area 5,Mission,"(37.75685, -122.42008)"
323-00160,-,0,Grey,SS,Y,Y,SFMTA,ON,0,16,BARTLETT ST,2742000,Area 5,Mission,"(37.75662, -122.42005)"
323-00220,-,0,Grey,SS,Y,Y,SFMTA,ON,0,22,BARTLETT ST,2742000,Area 5,Mission,"(37.75653, -122.42005)"
323-00480,-,0,Grey,SS,Y,Y,SFMTA,ON,0,48,BARTLETT ST,2742000,Area 5,Mission,"(37.75609, -122.42)"
370-01270,-,0,Grey,SS,Y,N,SFMTA,ON,0,127,CAPP ST,3673000,Area 5,Mission,"(37.76422, -122.41854)"
370-01030,-,0,Grey,SS,Y,N,SFMTA,ON,0,103,CAPP ST,3673000,Area 5,Mission,"(37.76492, -122.41861)"
370-01010,-,0,Grey,SS,Y,N,SFMTA,ON,0,101,CAPP ST,3673000,Area 5,Mission,"(37.76498, -122.41861)"
568-22110,-,0,Grey,SS,Y,Y,SFMTA,ON,0,2211,MISSION ST,9120000,Area 5,Mission,"(37.76142, -122.41923)"
568-19240,-,0,Grey,SS,N,N,SFMTA,ON,0,1924,MISSION ST,9115000,Area 3,Mission,"(37.76593, -122.41985)"
568-19420,-,0,Grey,SS,N,N,SFMTA,ON,0,1942,MISSION ST,9115000,Area 3,Mission,"(37.76547, -122.4198)"
224-32150,-,0,Grey,SS,N,N,SFMTA,ON,0,3215,24TH ST,1343000,Area 3,Mission,"(37.75226, -122.41701)"
224-33330,-,0,Grey,SS,N,N,SFMTA,ON,0,3333,24TH ST,1348000,Area 3,Mission,"(37.75209, -122.41981)"
224-33360,-,0,Grey,SS,N,N,SFMTA,ON,0,3336,24TH ST,1348000,Area 3,Mission,"(37.75219, -122.41993)"
217-33040,-,0,Grey,SS,Y,Y,SFMTA,ON,0,3304,17TH ST,797000,Area 5,Mission,"(37.76347, -122.41982)"
700-05360,-,0,Yellow,SS,Y,Y,SFMTA,ON,0,536,VALENCIA ST,13060000,Area 5,Mission,"(37.76393, -122.4219)"
700-07110,-,0,Grey,SS,Y,Y,SFMTA,ON,0,711,VALENCIA ST,13064000,Area 5,Mission,"(37.76143, -122.42144)"
700-07120,-,0,Green,SS,Y,Y,SFMTA,ON,0,712,VALENCIA ST,13064000,Area 5,Mission,"(37.7613, -122.42165)"
700-07310,-,0,Yellow,SS,Y,Y,SFMTA,ON,0,731,VALENCIA ST,13064000,Area 5,Mission,"(37.76101, -122.4214)"
700-08450,-,0,Yellow,SS,Y,Y,SFMTA,ON,0,845,VALENCIA ST,13066000,Area 5,Mission,"(37.75896, -122.42121)"
568-19110,-,0,Grey,SS,N,N,SFMTA,ON,0,1911,MISSION ST,9115000,Area 3,Mission,"(37.76628, -122.4197)"
568-19380,-,0,Grey,SS,N,N,SFMTA,ON,0,1938,MISSION ST,9115000,Area 3,Mission,"(37.76558, -122.41981)"
215-15510,-,0,Grey,SS,N,N,SFMTA,ON,0,1551,15TH ST,650000,Area 3,Mission,"(37.76664, -122.4196)"
215-15530,-,0,Grey,SS,N,N,SFMTA,ON,0,1553,15TH ST,650000,Area 3,Mission,"(37.76664, -122.41967)"
216-29340,-,0,Yellow,SS,N,N,SFMTA,ON,0,2934,16TH ST,725000,Area 3,Mission,"(37.76516, -122.41908)"
216-30310,-,0,Yellow,SS,Y,Y,SFMTA,ON,0,3031,16TH ST,729000,Area 5,Mission,"(37.76491, -122.42095)"
215-16440,-,0,Grey,SS,N,N,SFMTA,ON,0,1644,15TH ST,654000,Area 3,Mission,"(37.76661, -122.42163)"
215-16510,-,0,Grey,SS,N,N,SFMTA,ON,0,1651,15TH ST,654000,Area 3,Mission,"(37.7665, -122.42185)"
218-34030,-,0,Red,SS,Y,Y,SFMTA,ON,0,3403,18TH ST,878000,Area 5,Mission,"(37.76177, -122.41959)"
218-34330,-,0,Grey,SS,Y,Y,SFMTA,ON,0,3433,18TH ST,879000,Area 5,Mission,"(37.7617, -122.42064)"
220-35320,-,0,Grey,SS,Y,Y,SFMTA,ON,0,3532,20TH ST,1057000,Area 5,Mission,"(37.7586, -122.42041)"
220-35070,-,0,Grey,SS,Y,Y,SFMTA,ON,0,3507,20TH ST,1056000,Area 5,Mission,"(37.75856, -122.41947)"
220-35110,-,0,Grey,SS,Y,Y,SFMTA,ON,0,3511,20TH ST,1056000,Area 5,Mission,"(37.75855, -122.41962)"
222-32040,-,0,Grey,SS,Y,Y,SFMTA,ON,0,3204,22ND ST,1191000,Area 5,Mission,"(37.75547, -122.41905)"
222-32120,-,0,Grey,SS,Y,Y,SFMTA,ON,0,3212,22ND ST,1191000,Area 5,Mission,"(37.75546, -122.41934)"
222-32160,-,0,Grey,SS,Y,Y,SFMTA,ON,0,3216,22ND ST,1191000,Area 5,Mission,"(37.75545, -122.41948)"
224-32120,-,0,Grey,SS,N,N,SFMTA,ON,0,3212,24TH ST,1343000,Area 3,Mission,"(37.75238, -122.41687)"
224-32330,-,0,Grey,SS,N,N,SFMTA,ON,0,3233,24TH ST,1344000,Area 3,Mission,"(37.75223, -122.4176)"
224-33040,-,0,Yellow,SS,N,N,SFMTA,ON,0,3304,24TH ST,1346000,Area 3,Mission,"(37.75226, -122.41877)"
323-00140,-,0,Grey,SS,Y,Y,SFMTA,ON,0,14,BARTLETT ST,2742000,Area 5,Mission,"(37.75665, -122.42006)"
