Stop_ID,Latitude,Longitude
3453,37.75442094,122.4049231
3454,37.75433515,122.4052213
3455,37.75448866,122.4038341
3456,37.75443822,122.4037093
3457,37.75484036,122.3984759
3458,37.75282633,122.4093553
3459,37.75280367,122.4089061
3460,37.75167765,122.427272
3461,37.75167291,122.4276653
3462,37.7512942,122.4343378
3463,37.75130705,122.4338282
3464,37.75116247,122.4361827
3465,37.75115103,122.4364667
3466,37.75181309,122.4253435
3467,37.75182418,122.4253396
3468,37.75112642,122.4383358
3469,37.75245058,122.4143188
3470,37.7525057,122.4138528
3471,37.75197358,122.4227143
3472,37.7519581,122.4230839
3473,37.75254802,122.4121233
3474,37.75261582,122.4116825
3475,37.75134815,122.440724
3476,37.75227126,122.4181205
3477,37.75220975,122.418712
3478,37.75144321,122.4317264
3480,37.75299405,122.4066841
3481,37.75154642,122.429509
3482,37.75156494,122.4297981
3483,37.75234181,122.4160833
3484,37.75235582,122.4164753
3485,37.75210099,122.4204814
3486,37.75209835,122.4202949
3489,37.77642439,122.4845469
3490,37.77617092,122.4844072
3491,37.78403496,122.4850891
3492,37.78373672,122.4849728
3495,37.7821933,122.4849503
3496,37.78189733,122.4848423
3497,37.78745754,122.4851386
3498,37.78735707,122.4851662
3499,37.7727,122.4842038
3500,37.78029252,122.4848159
3501,37.7798855,122.4846737
3502,37.78586897,122.4851878
3503,37.78560246,122.4851393
3504,37.75230681,122.3964855
3505,37.7522896,122.3966727
3507,37.75243295,122.3950178
3510,37.74974,122.43165
3511,37.75142777,122.4068192
3512,37.75220407,122.3982824
3513,37.75215601,122.3982333
3514,37.74820376,122.4336092
3516,37.75082798,122.4001357
3517,37.75080383,122.4001332
3519,37.74911207,122.4178528
3520,37.74818032,122.4317963
3521,37.74813457,122.4317407
3522,37.75074831,122.4011177
3523,37.74923543,122.415715
3524,37.75115918,122.3987207
3525,37.73958381,122.486399
3526,37.74796571,122.4878268
3527,37.7478025,122.4877914
3528,37.74637536,122.4877789
3529,37.74616964,122.4877457
3530,37.744535,122.4876411
3531,37.74436357,122.4876271
3532,37.74269107,122.4875146
3533,37.74254478,122.4874987
3534,37.74081179,122.487375
3535,37.74216055,122.4263623
3536,37.74208095,122.4267514
3537,37.74229302,122.4240108
3538,37.74221677,122.4245315
3540,37.74239237,122.4222897
3541,37.7423328,122.4222753
3542,37.74193364,122.4306856
3543,37.74203991,122.4286132
3544,37.741949,122.4290323
3545,37.77680054,122.4920284
3546,37.78337398,122.4922211
3547,37.78325158,122.4924533
3548,37.78192943,122.4924054
3549,37.78179567,122.4924285
3551,37.77791503,122.4932092
3552,37.77770882,122.4931555
3553,37.77618013,122.4931089
3554,37.77606827,122.4931259
3555,37.78144497,122.4933207
3556,37.78135988,122.4935201
3557,37.77994091,122.49299
3558,37.77983667,122.4933555
3559,37.77950665,122.4932582
3560,37.77937256,122.4933231
3561,37.76444413,122.4953588
3562,37.76432209,122.496385
3563,37.74749788,122.497693
3564,37.74603576,122.49725
3565,37.74607618,122.4973268
3566,37.78104457,122.5031402
3567,37.78063038,122.5042712
3568,37.77980373,122.5040959
3570,37.77518539,122.5057447
3571,37.77508563,122.505842
3572,37.77373414,122.5058585
3573,37.77359787,122.5059501
3574,37.76239853,122.5060815
3575,37.76217474,122.5060468
3576,37.7605592,122.5059572
3577,37.76031763,122.5059055
3578,37.75872382,122.5058218
3579,37.75848803,122.5057551
3580,37.75682184,122.5056903
3581,37.75659961,122.5056511
3582,37.76401645,122.5061579
3583,37.76380547,122.5063833
3584,37.75498763,122.5055609
3585,37.75471413,122.5055495
3586,37.75283333,122.5053887
3587,37.75273329,122.5054029
3588,37.75120789,122.5053029
3589,37.75101773,122.5052872
3590,37.74939184,122.5051736
3591,37.74915387,122.5051509
3592,37.74748724,122.5050421
3593,37.74724378,122.505005
3594,37.74563513,122.5049109
3595,37.7454152,122.5048993
3596,37.74378737,122.5047778
3597,37.7435068,122.5047619
3598,37.74189947,122.5046393
3599,37.74165259,122.5046204
3600,37.74000926,122.5045158
3601,37.73984642,122.5045085
3602,37.7381821,122.5044278
3603,37.73797086,122.5043705
3604,37.73612573,122.5042376
3605,37.75275179,122.5063115
3606,37.73593645,122.5053376
3608,37.77924831,122.5092993
3611,37.78429142,122.4084085
3612,37.78417681,122.4083145
3613,37.73819,122.4318909
3614,37.73849522,122.4330617
3615,37.74016457,122.4355637
3616,37.73986391,122.4338809
3617,37.74012087,122.4345615
3618,37.74005957,122.4344617
3619,37.70975585,122.3944837
3621,37.71157667,122.4668968
3622,37.71125869,122.4671604
3628,37.71035643,122.4694014
3629,37.73246706,122.4207047
3630,37.71169605,122.4649817
3631,37.71152226,122.4649239
3635,37.77795824,122.4929813
3636,37.71942551,122.4831029
3637,37.71719086,122.4830906
3638,37.71634229,122.4830309
3639,37.71826286,122.4830794
3640,37.72075176,122.4830112
3642,37.77699507,122.4586528
3643,37.78555597,122.4591607
3644,37.78542876,122.4592036
3645,37.78298119,122.4590712
3647,37.78368336,122.4589788
3648,37.77452627,122.4583194
3649,37.78147806,122.4589619
3650,37.78098358,122.4587831
3651,37.77755373,122.4585685
3652,37.7574351,122.3980273
3653,37.7559902,122.3978792
3656,37.76433851,122.4460555
3657,37.76433881,122.4461099
3659,37.76302567,122.4467901
3661,37.7671109,122.4463451
3662,37.76983887,122.4470757
3663,37.76529134,122.4460545
3664,37.76519746,122.4460101
3665,37.76921388,122.4468301
3666,37.76900985,122.4467488
3667,37.72467583,122.4261235
3668,37.72155646,122.4284782
3669,37.72309976,122.4273207
3670,37.82696373,122.3773436
3674,37.821055,122.375115
3680,37.72474711,122.4243355
3681,37.72475475,122.4243475
3682,37.72518357,122.4234192
3685,37.72744825,122.4044945
3686,37.72735405,122.4046821
3687,37.72691838,122.4064678
3688,37.72683566,122.4066801
3689,37.71965475,122.4715675
3690,37.74201167,122.4099163
3691,37.74158233,122.4105546
3692,37.71203683,122.4007612
3693,37.73780511,122.431128
3694,37.7349438,122.4402257
3695,37.7336005,122.4339366
3696,37.73337687,122.4337641
3697,37.73498545,122.4401647
3698,37.73389413,122.4357362
3699,37.73384899,122.4359504
3700,37.73358677,122.4278415
3701,37.73340831,122.429326
3702,37.73343048,122.4294635
3703,37.733702,122.4267214
3704,37.733176,122.4312928
3705,37.78859385,122.482659
3706,37.7920176,122.4815103
3708,37.74215122,122.4095603
3709,37.74277589,122.4094602
3710,37.74301733,122.4094632
3712,37.74899633,122.4449745
3713,37.74810878,122.444989
3715,37.713215,122.45891
3716,37.71318,122.45918
3717,37.7132,122.461945
3718,37.713235,122.45594
3719,37.71321,122.45621
3720,37.73192616,122.3993497
3721,37.73198439,122.3995835
3722,37.73319126,122.3976887
3723,37.77939116,122.3982289
3724,37.77803403,122.3999553
3725,37.77624088,122.402203
3726,37.7744572,122.4045377
3727,37.77237817,122.4071268
3728,37.77147594,122.4082211
3730,37.76544881,122.4104099
3731,37.76539436,122.4105072
3732,37.76419735,122.4103086
3733,37.76407182,122.4103873
3734,37.76187768,122.4101846
3735,37.7617306,122.410064
3736,37.7605999,122.4100717
3737,37.76037737,122.4099622
3738,37.75930667,122.4098906
3739,37.75920455,122.4097209
3740,37.7575003,122.4095357
3741,37.75748545,122.4096304
3742,37.75615798,122.4094237
3743,37.7557699,122.4094998
3744,37.75428798,122.4092332
3745,37.75425747,122.4093172
3746,37.7529712,122.4091483
3747,37.75260212,122.4092013
3748,37.75129899,122.4090578
3749,37.7511226,122.4089432
3750,37.74969182,122.4088949
3751,37.74977571,122.4089709
3752,37.76843931,122.4107031
3753,37.7681395,122.4108112
3754,37.76978134,122.4104237
3755,37.76904216,122.4110274
3756,37.76319061,122.4102899
3757,37.76293929,122.4102008
3758,37.72205658,122.4292768
3759,37.72169192,122.4285514
3760,37.7232687,122.4318322
3761,37.72462688,122.4346525
3762,37.72171224,122.4285453
3763,37.72131384,122.4277638
3764,37.72092589,122.4269538
3765,37.72262455,122.4304677
3766,37.72396286,122.433277
3767,37.72047781,122.4262559
3768,37.74489276,122.4045062
3769,37.74125413,122.4066041
3771,37.73765809,122.4069885
3772,37.71224027,122.4029703
3773,37.73421791,122.4055999
3774,37.71209,122.40203
3775,37.73488127,122.4058253
3776,37.71492917,122.3997667
3778,37.73984156,122.4067055
3779,37.73975822,122.407126
3780,37.71503571,122.3990664
3782,37.74668808,122.4036123
3783,37.71103243,122.4039669
3784,37.73877995,122.4068226
3785,37.74335435,122.4052594
3786,37.74275674,122.4051953
3788,37.73318983,122.4048022
3789,37.73313139,122.4050436
3793,37.71066779,122.4039407
3794,37.80339206,122.4333343
3795,37.80483484,122.4335729
3797,37.72588794,122.47706
3798,37.72584371,122.4769583
3799,37.72611676,122.4787482
3800,37.72609857,122.4786177
3801,37.72689829,122.4797734
3802,37.72713529,122.4798824
3803,37.72798457,122.4790231
3804,37.83145833,122.5236167
3805,37.83317,122.52083
3806,37.83292167,122.5203517
3807,37.83287,122.509092
3808,37.83299,122.5087383
3809,37.831934,122.514932
3810,37.83185,122.51516
3812,37.78915314,122.4165426
3813,37.7894101,122.4139111
3814,37.78939422,122.4151025
3815,37.79090556,122.4021089
3818,37.76764188,122.4401656
3819,37.76857604,122.4385242
3820,37.767152,122.4382826
3822,37.78536135,122.4622867
3823,37.78520628,122.4626099
3824,37.78503167,122.46485
3825,37.784929,122.4647763
3826,37.78483552,122.4652314
3827,37.78469225,122.4668812
3828,37.78467471,122.4691205
3830,37.78458747,122.4689852
3831,37.78459107,122.4709244
3832,37.7844826,122.4710862
3833,37.78439157,122.475189
3834,37.78428955,122.4755236
3835,37.78424405,122.478455
3836,37.78414475,122.4787667
3837,37.7840995,122.4816582
3838,37.78399361,122.4819876
3839,37.78393934,122.4848182
3840,37.7838357,122.4853002
3841,37.78376925,122.4880543
3842,37.78371049,122.4883271
3843,37.78363705,122.4904759
3844,37.78362279,122.4901008
3845,37.78572528,122.4594212
3846,37.78568625,122.4589044
3847,37.78767707,122.4437164
3848,37.78762662,122.4433449
3851,37.79307388,122.3995995
3852,37.78603171,122.4569628
3853,37.78608154,122.4563068
3858,37.7879726,122.4410142
3859,37.78798774,122.4406012
3861,37.78885235,122.4341912
3862,37.78884333,122.4339067
3875,37.78688834,122.4500866
3876,37.78672211,122.4502685
3879,37.78624401,122.4553421
3884,37.78851749,122.4375408
3885,37.78851426,122.4368031
3886,37.78451388,122.4729978
3887,37.78438516,122.4728536
3892,37.78715638,122.4473459
3893,37.78714668,122.4469406
3896,37.78650952,122.4532732
3897,37.78630036,122.4534485
3904,37.817392,122.372644
3905,37.81934381,122.3738765
3911,37.76590882,122.4502612
3912,37.76495286,122.4565329
3913,37.76497059,122.4564347
3914,37.76547286,122.4526843
3915,37.76543471,122.4530235
3920,37.73583831,122.3837321
3921,37.73579,122.3869234
3922,37.73656584,122.3858646
3923,37.77529588,122.4642382
3924,37.7733932,122.5078205
3925,37.77336403,122.5080438
3927,37.77331946,122.5097932
3928,37.74841433,122.4104219
3929,37.74851434,122.4089692
3930,37.74951439,122.4098564
3931,37.74837473,122.4139841
3932,37.74927939,122.4139593
3933,37.7483892,122.4120737
3934,37.74943283,122.4117549
3935,37.74841164,122.4186815
3936,37.74829588,122.4157372
3937,37.79993657,122.444346
3938,37.80128348,122.4327631
3939,37.80121759,122.4330291
3940,37.80004802,122.4427372
3941,37.80084111,122.4361077
3942,37.80056743,122.4363426
3943,37.8020847,122.4265953
3944,37.80210737,122.4261317
3945,37.80187166,122.4282372
3946,37.80189237,122.4277935
3947,37.80145624,122.431545
3948,37.8014104,122.4314739
3949,37.8006446,122.437614
3950,37.80165817,122.4298685
3951,37.8016647,122.4295079
3952,37.80041954,122.4397894
3953,37.80029733,122.4390159
3954,37.80025832,122.4410728
3955,37.80016348,122.4409548
3956,37.80226913,122.4251617
3957,37.80228839,122.4250255
3958,37.8010758,122.434469
3959,37.80099335,122.4346975
3960,37.70909551,122.4340652
3961,37.7090196,122.434328
3962,37.70984543,122.4324679
3963,37.7097619,122.432543
3964,37.71061483,122.4315578
3965,37.74201259,122.4257481
3966,37.74194429,122.4257793
3967,37.7346425,122.4323139
3968,37.73895069,122.4258945
3969,37.73645429,122.4289077
3970,37.73640224,122.4290079
3971,37.7371731,122.4278253
3972,37.73715393,122.4278468
3973,37.73477414,122.4319581
3974,37.73989732,122.4256702
3975,37.73971052,122.4256729
3976,37.73562071,122.4301795
3977,37.73548897,122.4303945
3984,37.76466628,122.4287073
4005,37.76958977,122.4292023
4008,37.76788544,122.4290701
4009,37.76798714,122.4285836
4015,37.79558346,122.3972412
4016,37.79189948,122.4245382
4017,37.79521124,122.3989361
4018,37.79425491,122.4060671
4019,37.79274277,122.4179048
4020,37.7931933,122.4146236
4021,37.79447097,122.404492
4022,37.7924991,122.4196097
4023,37.79293105,122.4162687
4024,37.79365619,122.4108005
4025,37.79476949,122.4028049
4026,37.79235558,122.4207701
4027,37.79378142,122.4097435
4028,37.79494058,122.401241
4029,37.79404093,122.4076279
4030,37.7933988,122.412676
4031,37.79211063,122.4229565
4032,37.75173107,122.458408
4033,37.75308232,122.4557725
4035,37.75200589,122.4563771
4037,37.75371009,122.4554325
4039,37.78315,122.4598928
4040,37.78304854,122.4624778
4041,37.78303875,122.4620345
4042,37.78298845,122.464743
4043,37.7829235,122.4643095
4044,37.782831,122.4662085
4045,37.78283902,122.4689651
4046,37.7827661,122.4684749
4047,37.78272974,122.4711354
4048,37.78268902,122.4706412
4069,37.78165667,122.4944512
4070,37.76084134,122.4465194
4071,37.74691163,122.4439839
4072,37.74665146,122.445097
4073,37.76620466,122.4478288
4074,37.76617136,122.4478591
4075,37.75875522,122.4458322
4076,37.75866716,122.4457928
4077,37.76085433,122.4463821
4078,37.76692373,122.4478426
4079,37.75837,122.4445207
4080,37.75833224,122.4442455
4081,37.76534677,122.4477688
4082,37.76525901,122.447846
4083,37.71749441,122.4743959
4084,37.71725882,122.4743897
4086,37.71603647,122.4743432
4087,37.80238147,122.4060181
4088,37.76175146,122.4491519
4089,37.76329333,122.4494671
4090,37.7631904,122.4494516
4091,37.76596746,122.4499969
4092,37.76563609,122.4499677
4093,37.76104104,122.4486992
4094,37.76682081,122.4501908
4095,37.76942495,122.4506286
4096,37.76931607,122.4506736
4097,37.764743,122.449767
4098,37.76467396,122.4497558
4099,37.76849466,122.4505143
4100,37.80554054,122.4178525
4101,37.79823625,122.4067787
4102,37.79765302,122.4064937
4103,37.80382992,122.4151905
4105,37.8012571,122.4116647
4106,37.80448254,122.4161533
4107,37.80420124,122.4159391
4108,37.79927744,122.4086948
4110,37.79610661,122.404409
4111,37.79731283,122.4057145
4114,37.80263104,122.4136735
4115,37.80216205,122.4127703
4116,37.80544343,122.4176138
4117,37.79916746,122.4086698
4118,37.80325317,122.4145513
4119,37.800651,122.4105679
4120,37.8004461,122.4105389
4121,37.79588333,122.4037109
4122,37.75381189,122.3972877
4123,37.76494129,122.3978118
4124,37.76482028,122.3978471
4125,37.76266529,122.397505
4126,37.76240375,122.397447
4127,37.76113607,122.3973655
4128,37.75257875,122.3965213
4129,37.75150202,122.3964728
4130,37.75138435,122.396516
4131,37.75009667,122.3963238
4132,37.74990913,122.3964395
4133,37.83252714,122.48286
4134,37.832735,122.48368
4135,37.832853,122.483785
4137,37.71017616,122.4349456
4138,37.70954884,122.4347286
4139,37.70965351,122.4347123
4142,37.73911176,122.4164396
4143,37.7390668,122.4166455
4145,37.73933831,122.4184792
4146,37.73935228,122.4187188
4147,37.73976894,122.4098669
4148,37.73953607,122.4073998
4149,37.73992932,122.420057
4150,37.73972444,122.4196633
4151,37.73896046,122.4146165
4152,37.73889672,122.4147254
4153,37.73902059,122.4136283
4154,37.73897079,122.4134794
4155,37.73965708,122.4078619
4156,37.74100498,122.4226403
4157,37.74090079,122.4225615
4158,37.73971354,122.412005
4159,37.7396271,122.4121321
4160,37.74027767,122.4209221
4161,37.74020539,122.4208303
4162,37.76162854,122.4427842
4163,37.76157041,122.4429524
4164,37.75990167,122.4452369
4165,37.75998469,122.4452208
4166,37.75741367,122.444201
4167,37.75407688,122.4429463
4168,37.75401714,122.4430167
4169,37.75219918,122.4435937
4170,37.75170271,122.4437492
4171,37.75891083,122.4460435
4172,37.75860286,122.4459073
4173,37.7508202,122.4438231
4174,37.76124163,122.4438618
4175,37.76113563,122.4439225
4176,37.76208082,122.4396445
4177,37.75632265,122.443312
4178,37.75646938,122.4433694
4179,37.76174854,122.4412338
4180,37.76175245,122.4412047
4181,37.75278208,122.4436935
4182,37.75774604,122.4447525
4183,37.76067204,122.4444576
4184,37.76053479,122.4445788
4185,37.76189125,122.4402469
4186,37.75542061,122.4427518
4187,37.75543417,122.4427838
4188,37.73516403,122.4218415
4189,37.73487585,122.4168651
4190,37.734905,122.4169592
4191,37.7350519,122.4196943
4192,37.73531419,122.4241676
4195,37.73474531,122.4135578
4196,37.73474694,122.4138263
4197,37.73517891,122.4225363
4198,37.73533815,122.4245448
4199,37.73504125,122.4201111
4200,37.73496871,122.4181777
4201,37.73491531,122.4113975
4202,37.7348915,122.4113252
4203,37.73497391,122.4186941
4204,37.76096021,122.447654
4205,37.76105271,122.4466994
4207,37.71999842,122.4758608
4209,37.75036306,122.4464624
4210,37.75177898,122.4463233
4211,37.77221444,122.4931291
4212,37.77216695,122.4927441
4213,37.77208043,122.4962757
4214,37.77202791,122.4956605
4215,37.77197326,122.4968366
